1639.124, 991.9752, 28.0, 0.0, 1292.0, 1292.002, 3198.718, 3198.72, 2.570894, 0.002887, -0.00195, -332.052, -332.001, 667.1742, 667.195, 3.673341, -0.89626, -0.05084, 7.63e-06, 7.63e-06, 187.264, 187.264, 7.231685, -1.5e-44, 0.0, 0.0, -0.72853, 13.55447, -0.76401, 0.004366, 0.004366, 0.035482, -0.76401, 0.0, 2761.133, 2761.48, 2761.48, 2761.48, 0.025547, 29.90144, 29.90144, 29.90144, 8.383514, 8.383514, 8.38e-05, 1.930471, -2.65016, 9.208999, -10.5936, 0.0, 5.549044, 0.0, 4.406384, 0.0, -10.451, 0.0, -0.23599, 0.0, 0.0, 0.0, 2075.876, 0.0, -115.124, 0.0, 4.357186, 0.0, -0.23599, 0.0, 4.264008, 0.0, 186.5, 186.5
1761.647, 993.7508, 28.0, 0.0, 1292.0, 1291.992, 3198.718, 3198.71, 2.182949, 0.005071, 0.008545, -333.824, -333.821, 665.4018, 665.375, 3.51149, -0.84045, -0.0033, 7.63e-06, 7.63e-06, 187.264, 187.264, 7.69941, -1.5e-44, 0.0, 0.0, -0.72748, 13.55447, -0.75401, 0.000945, 0.000945, 0.021524, -0.75401, 0.0, 2836.133, 2829.196, 2829.196, 2829.196, 0.055264, 28.75355, 28.75355, 28.75355, 8.686291, 8.686291, 8.69e-05, 2.528737, -2.469, 8.928752, -10.8308, 0.0, 5.621947, 0.0, 4.169175, 0.0, -10.3781, 0.0, -0.25099, 0.0, 0.0, 0.0, 1953.354, 0.0, -237.647, 0.0, 4.417748, 0.0, -0.25099, 0.0, 4.249008, 0.0, 186.51, 186.51
1557.644, 995.4334, 28.0, 0.0, 1292.0, 1291.986, 3198.719, 3198.705, 1.930011, 0.006186, 0.013916, -335.432, -335.456, 663.7943, 663.77, 3.476064, -0.74009, 0.024292, 7.63e-06, 7.63e-06, 187.264, 187.264, 6.361673, -1.5e-44, 0.0, 0.0, -0.72644, 13.55447, -0.75401, 0.003904, 0.003904, 0.027571, -0.75401, 0.0, 2911.133, 2905.827, 2905.827, 2905.827, 0.088154, 27.03171, 27.03171, 27.03171, 8.793041, 8.793041, 8.79e-05, 2.935376, -2.37246, 8.533297, -10.8632, 0.0, 5.7614, 0.0, 4.136765, 0.0, -10.2386, 0.0, -0.24599, 0.0, 0.0, 0.0, 2157.356, 0.0, -33.644, 0.0, 4.702, 0.0, -0.24599, 0.0, 4.254013, 0.0, 186.515, 186.515
1394.867, 996.9358, 28.0, 0.0, 1292.0, 1292.001, 3198.719, 3198.715, 1.938638, 0.003344, -0.00098, -336.863, -336.886, 662.3626, 662.33, 3.579163, -0.65413, 0.022583, 7.63e-06, 7.63e-06, 187.264, 187.264, 6.112739, -1.5e-44, 0.0, 0.0, -0.7254, 13.55447, -0.74402, -0.00043, -0.00043, 0.018618, -0.74402, 0.0, 2986.133, 2979.802, 2979.802, 2979.802, 0.168449, 26.95997, 26.95997, 26.95997, 8.937403, 8.937403, 8.94e-05, 2.966237, -2.25119, 7.694883, -10.8503, 0.0, 5.944225, 0.0, 4.149703, 0.0, -10.0558, 0.0, -0.25598, 0.0, 0.0, 0.0, 2320.133, 0.0, 129.133, 0.0, 5.203099, 0.0, -0.25598, 0.0, 4.244018, 0.0, 186.52, 186.52
1211.0, 998.2626, 28.0, 0.0, 1292.0, 1292.001, 3198.719, 3198.72, 2.120641, 0.003476, -0.00073, -338.119, -338.131, 661.1067, 661.075, 3.905855, -0.5728, 0.011658, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.257638, -1.5e-44, 0.0, 0.0, -0.72436, 13.55447, -0.73901, -0.0099, -0.0099, 0.014655, -0.73901, 0.0, 3000.0, 3005.788, 3005.788, 3005.788, -0.12492, -9.77261, -9.77261, -9.77261, 7.180761, 7.180761, 7.18e-05, 2.854851, -2.03562, 6.769532, -10.799, 0.0, 6.039473, 0.0, 4.200966, 0.0, -9.96053, 0.0, -0.26099, 0.0, 0.0, 0.0, 2504.0, 0.0, 313.0002, 0.0, 6.060924, 0.0, -0.26099, 0.0, 4.239014, 0.0, 186.53, 186.53
1040.005, 999.4135, 28.0, 0.0, 1292.0, 1291.991, 3198.72, 3198.71, 2.221805, 0.00639, 0.009521, -339.2, -339.236, 660.0266, 659.99, 3.36461, -0.47334, 0.03656, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.60199, -1.5e-44, 0.0, 0.0, -0.72332, 13.55447, -0.73401, -0.01038, -0.01038, 0.010691, -0.73401, 0.0, 3000.0, 3001.805, 3001.805, 3001.805, -0.09647, -1.88084, -1.88084, -1.88084, 4.437909, 4.437909, 4.44e-05, 2.812648, -1.91345, 6.484292, -10.6019, 0.0, 6.065034, 0.0, 4.39814, 0.0, -9.93497, 0.0, -0.26599, 0.0, 0.0, 0.0, 2674.995, 0.0, 483.9947, 0.0, 6.818722, 0.0, -0.26599, 0.0, 4.234009, 0.0, 186.53, 186.53
847.4108, 1000.389, 28.0, 0.0, 1292.0, 1291.98, 3198.72, 3198.705, 2.126382, 0.007837, 0.019531, -340.104, -340.146, 659.1222, 659.08, 2.180603, -0.38335, 0.042175, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.540343, -1.5e-44, 0.0, 0.0, -0.72228, 13.55447, -0.73901, -0.00272, -0.00272, 0.016738, -0.73901, 0.0, 3000.0, 3002.185, 3002.185, 3002.185, 0.001526, -1.3069, -1.3069, -1.3069, 3.202106, 3.202106, 3.20e-05, 2.630446, -1.9136, 6.432861, -10.3003, 0.0, 6.09127, 0.0, 4.699697, 0.0, -9.90873, 0.0, -0.26099, 0.0, 0.0, 0.0, 2867.589, 0.0, 676.5891, 0.0, 7.069895, 0.0, -0.26099, 0.0, 4.239014, 0.0, 186.525, 186.525
667.8681, 1001.188, 28.0, 0.0, 1292.0, 1291.99, 3198.72, 3198.71, 1.545126, 0.006153, 0.009766, -340.833, -340.881, 658.3936, 658.33, 0.697932, -0.29287, 0.048584, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.499979, -1.5e-44, 0.0, 0.0, -0.72123, 13.55447, -0.73901, 0.003922, 0.003922, 0.01778, -0.73901, 0.0, 3000.0, 3004.84, 3004.84, 3004.84, -0.06486, -1.95259, -1.95259, -1.95259, 2.530069, 2.530069, 2.53e-05, 2.275744, -1.90696, 6.185144, -9.8178, 0.0, 6.190605, 0.0, 5.182199, 0.0, -9.8094, 0.0, -0.26099, 0.0, 0.0, 0.0, 3047.132, 0.0, 856.1319, 0.0, 7.177225, 0.0, -0.26099, 0.0, 4.239014, 0.0, 186.525, 186.525
522.1356, 1001.812, 28.0, 0.0, 1292.0, 1291.985, 3198.72, 3198.705, 1.533264, 0.007414, 0.014893, -341.385, -341.451, 657.8409, 657.775, -0.75806, -0.19716, 0.065857, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.052893, -1.5e-44, 0.0, 0.0, -0.72019, 13.55447, -0.73401, 0.006986, 0.006986, 0.018821, -0.73401, 0.0, 3000.0, 3003.702, 3003.702, 3003.702, -0.02376, -1.73736, -1.73736, -1.73736, 2.143714, 2.143714, 2.14e-05, 1.870037, -1.82526, 5.680779, -9.2999, 0.0, 6.281419, 0.0, 5.700098, 0.0, -9.71858, 0.0, -0.26099, 0.0, 0.0, 0.0, 3192.864, 0.0, 1001.864, 0.0, 7.47753, 0.0, -0.26099, 0.0, 4.239014, 0.0, 186.53, 186.53
336.4696, 1002.26, 28.0, 0.0, 1292.0, 1291.98, 3198.72, 3198.7, 1.033859, 0.008698, 0.019775, -341.762, -341.811, 657.4638, 657.415, -0.44904, -0.11852, 0.048828, 7.63e-06, 7.63e-06, 187.264, 187.264, 4.441716, -1.5e-44, 0.0, 0.0, -0.71915, 13.55447, -0.72902, -0.00179, -0.00179, 0.009868, -0.72902, 0.0, 3000.0, 3002.564, 3002.564, 3002.564, -0.04589, -2.23956, -2.23956, -2.23956, 1.919575, 1.919575, 1.92e-05, 1.387937, -1.68253, 5.005196, -8.6899, 0.0, 6.420406, 0.0, 6.310101, 0.0, -9.57959, 0.0, -0.27098, 0.0, 0.0, 0.0, 3378.53, 0.0, 1187.53, 0.0, 8.018991, 0.0, -0.27098, 0.0, 4.229019, 0.0, 186.535, 186.535
183.556, 1002.532, 28.0, 0.0, 1292.0, 1291.975, 3198.72, 3198.695, 0.875036, 0.010156, 0.025146, -341.963, -341.996, 657.2626, 657.235, 0.116292, -0.03972, 0.032654, 7.63e-06, 7.63e-06, 187.264, 187.264, 4.169642, -1.5e-44, 0.0, 0.0, -0.71811, 13.55447, -0.72902, -0.00303, -0.00303, 0.005905, -0.72902, 0.0, 3000.0, 3004.271, 3004.271, 3004.271, -0.08699, -2.16782, -2.16782, -2.16782, 1.79383, 1.79383, 1.79e-05, 0.785866, -1.61313, 4.482421, -8.28204, 0.0, 6.760945, 0.0, 6.717955, 0.0, -9.23905, 0.0, -0.27599, 0.0, 0.0, 0.0, 3531.444, 0.0, 1340.444, 0.0, 8.649707, 0.0, -0.27599, 0.0, 4.224014, 0.0, 186.535, 186.535
14.67896, 1002.629, 36.0, 0.0, 1292.008, 1291.98, 3198.728, 3198.7, 0.491828, 0.024509, 0.027588, -342.0, -342.016, 657.2261, 657.21, 0.462971, 0.01378, 0.016113, 7.63e-06, 7.63e-06, 187.264, 187.264, 3.800322, -1.5e-44, 0.0, 0.0, -0.71743, 3.990662, -0.72401, -0.00398, -0.00535, 0.0, -0.72401, 0.062132, 2967.773, 2986.062, 2986.062, 2986.062, -0.39376, -33.8784, -33.8784, -33.8784, 1.801808, 1.801808, 1.80e-05, 0.241083, -1.31697, 4.06337, -8.17484, 0.0, 7.146367, 0.0, 6.825163, 0.0, -8.85363, 0.0, -0.27599, 0.0, 0.0, 0.0, 3700.321, 0.0, 1509.321, 0.0, -0.41151, 0.0, -0.27599, 0.0, 4.224014, 0.0, 186.54, 186.54
97.27228, 1002.686, 36.0, 0.0, 1292.118, 1292.07, 3198.837, 3198.79, -0.1151, 0.076279, 0.047363, -342.0, -341.996, 657.2261, 657.23, 0.755024, 0.004142, -0.00385, 7.63e-06, 7.63e-06, 187.264, 187.264, 3.934426, -1.5e-44, 0.0, 0.0, -0.71743, 4.320251, -0.73901, -0.01865, -0.01949, 0.0, -0.73901, 0.375004, 2874.023, 2896.722, 2896.722, 2896.722, -0.3092, -39.4743, -39.4743, -39.4743, 4.487675, 4.487675, 4.49e-05, 0.164149, -0.82767, 3.759892, -8.06716, 0.0, 7.721956, 0.0, 6.932836, 0.0, -8.27804, 0.0, -0.26099, 0.0, 0.0, 0.0, 3617.728, 0.0, 1426.728, 0.0, 0.320291, 0.0, -0.26099, 0.0, 4.239014, 0.0, 186.525, 186.525
246.7077, 1002.874, 36.0, 0.0, 1292.358, 1292.31, 3199.077, 3199.03, -0.0662, 0.125099, 0.047363, -342.0, -341.986, 657.2262, 657.24, 1.361323, -0.00068, -0.01379, 7.63e-06, 7.63e-06, 187.264, 187.264, 4.370245, -1.5e-44, 0.0, 0.0, -0.71743, 5.040466, -0.76401, -0.02889, -0.03115, 0.0, -0.76401, 0.584267, 2780.274, 2788.794, 2788.794, 2788.794, -0.1298, -31.5826, -31.5826, -31.5826, 5.851123, 5.851123, 5.85e-05, 0.068473, -0.37041, 3.814473, -8.29068, 0.0, 8.294307, 0.0, 6.709322, 0.0, -7.70569, 0.0, -0.23599, 0.0, 0.0, 0.0, 3468.292, 0.0, 1277.292, 0.0, 1.259455, 0.0, -0.23599, 0.0, 4.264008, 0.0, 186.5, 186.5
377.1117, 1003.192, 36.0, 0.0, 1292.728, 1292.7, 3199.448, 3199.42, 0.063187, 0.169302, 0.027832, -342.0, -341.986, 657.2263, 657.24, 1.537401, -0.00095, -0.01373, 7.63e-06, 7.63e-06, 187.264, 187.264, 5.953009, -1.5e-44, 0.0, 0.0, -0.71743, 6.151306, -0.80402, -0.01756, -0.01975, 0.0, -0.80402, 0.007415, 2686.523, 2704.196, 2704.196, 2704.196, -0.26021, -33.1609, -33.1609, -33.1609, 5.814653, 5.814653, 5.81e-05, 0.135754, 0.29941, 4.152023, -8.73443, 0.0, 8.371884, 0.0, 6.265572, 0.0, -7.62812, 0.0, -0.19598, 0.0, 0.0, 0.0, 3337.888, 0.0, 1146.888, 0.0, 2.262912, 0.0, -0.19598, 0.0, 4.304016, 0.0, 186.46, 186.46
477.365, 1003.64, 36.0, 0.0, 1293.228, 1293.185, 3199.948, 3199.92, -0.46956, 0.220634, 0.043213, -342.0, -341.991, 657.2263, 657.235, 1.107665, 0.001132, -0.00867, 7.63e-06, 7.63e-06, 187.264, 187.264, 8.053972, -1.5e-44, 0.0, 0.0, -0.71743, 7.585821, -0.85901, -0.02995, -0.02789, 0.0, -0.85901, -0.37672, 2592.773, 2598.733, 2598.733, 2598.733, -0.15036, -36.6046, -36.6046, -36.6046, 6.064625, 6.064625, 6.06e-05, 0.710687, 0.500793, 4.782556, -8.95307, 0.0, 8.207051, 0.0, 6.046931, 0.0, -7.79295, 0.0, -0.14598, 0.0, 0.0, 0.0, 3237.635, 0.0, 1046.635, 0.0, 3.304905, 0.0, -0.14598, 0.0, 4.354019, 0.0, 186.405, 186.405
583.7674, 1004.218, 36.0, 0.0, 1293.859, 1293.81, 3200.579, 3200.53, -0.91371, 0.269771, 0.048828, -342.0, -342.001, 657.2264, 657.225, 0.548109, 0.00607, 0.001404, 7.63e-06, 7.63e-06, 187.264, 187.264, 8.279706, -1.5e-44, 0.0, 0.0, -0.71743, 8.763854, -0.93901, -0.05179, -0.05055, 0.0, -0.93901, 0.59905, 2499.023, 2508.636, 2508.636, 2508.636, -0.1227, -33.3762, -33.3762, -33.3762, 5.923304, 5.923304, 5.92e-05, 1.072622, 0.162947, 5.86256, -9.00811, 0.0, 8.170626, 0.0, 5.991892, 0.0, -7.82937, 0.0, -0.06099, 0.0, 0.0, 0.0, 3131.233, 0.0, 940.2326, 0.0, 3.752694, 0.0, -0.06099, 0.0, 4.439011, 0.0, 186.32, 186.32
735.9023, 1004.926, 36.0, 0.0, 1294.62, 1294.59, 3201.34, 3201.31, -0.48209, 0.314333, 0.030029, -342.0, -341.987, 657.2266, 657.24, 1.746899, -0.00149, -0.01343, 7.63e-06, 7.63e-06, 187.264, 187.264, 8.466913, -1.5e-44, 0.0, 0.0, -0.71743, 9.551262, -1.04901, -0.04961, -0.05269, 0.0, -1.04901, 0.909945, 2405.273, 2413.606, 2413.606, 2413.606, -0.06028, -34.0936, -34.0936, -34.0936, 5.818071, 5.818071, 5.82e-05, 0.989349, 0.125759, 7.183928, -9.0875, 0.0, 8.333409, 0.0, 5.912496, 0.0, -7.66659, 0.0, 0.049011, 0.0, 0.0, 0.0, 2979.098, 0.0, 788.0977, 0.0, 3.415393, 0.0, 0.049011, 0.0, 4.549011, 0.0, 186.215, 186.215
870.9443, 1005.765, 36.0, 0.0, 1295.511, 1295.455, 3202.231, 3202.2, -0.67774, 0.367325, 0.055908, -342.0, -342.007, 657.2267, 657.22, 0.394562, 0.008765, 0.006714, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.800522, -1.5e-44, 0.0, 0.0, -0.71743, 9.948045, -1.14902, -0.04435, -0.04369, 0.0, -1.14902, 0.213745, 2311.523, 2317.438, 2317.438, 2317.438, -0.06739, -30.5782, -30.5782, -30.5782, 5.561262, 5.561262, 5.56e-05, 1.011289, 0.411955, 8.31454, -9.15275, 0.0, 8.470065, 0.0, 5.847253, 0.0, -7.52993, 0.0, 0.149017, 0.0, 0.0, 0.0, 2844.056, 0.0, 653.0557, 0.0, 2.541642, 0.0, 0.149017, 0.0, 4.649017, 0.0, 186.115, 186.115
1007.806, 1006.734, 36.0, 0.0, 1296.532, 1296.5, 3203.252, 3203.22, -0.48463, 0.411215, 0.032227, -342.0, -341.977, 657.2269, 657.25, 2.422042, -0.00649, -0.02307, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.391254, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.25902, -0.03801, -0.04015, 0.0, -1.25902, 0.374267, 2217.773, 2216.148, 2216.148, 2216.148, 0.020321, -32.5152, -32.5152, -32.5152, 5.247088, 5.247088, 5.25e-05, 1.179358, 0.526959, 9.036, -9.27286, 0.0, 8.579044, 0.0, 5.727144, 0.0, -7.42096, 0.0, 0.259018, 0.0, 0.0, 0.0, 2707.194, 0.0, 516.1942, 0.0, 1.555381, 0.0, 0.259018, 0.0, 4.759018, 0.0, 186.0, 186.0
1144.274, 1007.833, 36.0, 0.0, 1297.681, 1297.665, 3204.401, 3204.385, -0.44965, 0.448307, 0.015869, -342.0, -341.997, 657.2271, 657.225, 1.415495, 0.003627, -0.00287, 7.63e-06, 7.63e-06, 187.264, 187.264, 8.849829, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.39401, -0.08242, -0.08048, 0.0, -1.39401, 1.341065, 2124.023, 2128.516, 2128.516, 2128.516, -0.20177, -34.2371, -34.2371, -34.2371, 4.995597, 4.995597, 5.00e-05, 1.271985, 0.538274, 9.435426, -9.52023, 0.0, 8.713261, 0.0, 5.47977, 0.0, -7.28674, 0.0, 0.394012, 0.0, 0.0, 0.0, 2570.726, 0.0, 379.7263, 0.0, 0.893539, 0.0, 0.394012, 0.0, 4.894013, 0.0, 185.87, 185.87
1097.195, 1008.988, 36.0, 0.0, 1298.793, 1298.795, 3205.513, 3205.545, 0.016578, 0.396635, -0.0022, -342.0, -342.017, 657.2273, 657.215, 0.751893, 0.013486, 0.017273, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.452763, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.54401, -0.06694, -0.06652, 0.0, -1.54401, 0.591472, 2030.273, 2041.832, 2041.832, 2041.832, -0.13301, -33.3044, -33.3044, -33.3044, 4.753982, 4.753982, 4.75e-05, 1.442218, 0.715823, 9.487233, -9.59481, 0.0, 8.537525, 0.0, 5.40519, 0.0, -7.46247, 0.0, 0.544006, 0.0, 0.0, 0.0, 2617.805, 0.0, 426.8045, 0.0, 0.564967, 0.0, 0.544006, 0.0, 5.044006, 0.0, 185.72, 185.72
958.6933, 1010.023, 36.0, 0.0, 1299.774, 1299.81, 3206.494, 3206.53, 0.307068, 0.342155, -0.03589, -342.0, -342.007, 657.2275, 657.22, 1.069471, 0.008763, 0.007446, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.500696, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.70901, -0.06219, -0.0625, 0.0, -1.70901, 0.470677, 2000.0, 1990.239, 1990.239, 1990.239, 0.131073, 9.956803, 9.956803, 9.956803, 4.039777, 4.039777, 4.04e-05, 1.637192, 0.661902, 9.34765, -9.43485, 0.0, 8.16458, 0.0, 5.565149, 0.0, -7.83542, 0.0, 0.709015, 0.0, 0.0, 0.0, 2756.307, 0.0, 565.3067, 0.0, 0.552375, 0.0, 0.709015, 0.0, 5.209015, 0.0, 185.555, 185.555
817.9615, 1010.927, 36.0, 0.0, 1300.626, 1300.675, 3207.346, 3207.395, 0.157699, 0.29126, -0.04932, -342.0, -342.008, 657.2276, 657.225, 0.913949, 0.008748, 0.007568, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.702813, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.839, -0.05336, -0.05343, 0.0, -1.839, 0.350407, 2000.0, 1995.929, 1995.929, 1995.929, 0.03307, 2.280268, 2.280268, 2.280268, 3.192988, 3.192988, 3.19e-05, 1.53704, 0.165861, 9.362882, -9.26025, 0.0, 8.024116, 0.0, 5.73975, 0.0, -7.97588, 0.0, 0.839005, 0.0, 0.0, 0.0, 2897.038, 0.0, 706.0386, 0.0, 0.645473, 0.0, 0.839005, 0.0, 5.339004, 0.0, 185.425, 185.425
680.4262, 1011.701, 36.0, 0.0, 1301.347, 1301.385, 3208.067, 3208.12, -0.11767, 0.245496, -0.03809, -342.0, -342.003, 657.2277, 657.23, 0.964149, 0.006368, 0.002686, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.05466, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -1.94402, -0.04901, -0.04792, 0.0, -1.94402, 0.054391, 2000.0, 2005.982, 2005.982, 2005.982, -0.25777, 1.849809, 1.849809, 1.849809, 2.582115, 2.582115, 2.58e-05, 1.256195, -0.0742, 9.534639, -9.10827, 0.0, 8.059613, 0.0, 5.89173, 0.0, -7.94039, 0.0, 0.944016, 0.0, 0.0, 0.0, 3034.574, 0.0, 843.5737, 0.0, 0.599246, 0.0, 0.944016, 0.0, 5.444015, 0.0, 185.32, 185.32
556.0613, 1012.344, 36.0, 0.0, 1301.938, 1301.99, 3208.658, 3208.71, -0.10292, 0.194176, -0.052, -342.0, -341.998, 657.2279, 657.23, 1.153013, 0.003988, -0.00214, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.3137, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.04901, -0.0359, -0.03501, 0.0, -2.04901, -0.26418, 2000.0, 2013.19, 2013.19, 2013.19, -0.21983, 1.634578, 1.634578, 1.634578, 2.244387, 2.244387, 2.24e-05, 1.087681, 0.052962, 9.760218, -9.04336, 0.0, 8.08193, 0.0, 5.956641, 0.0, -7.91807, 0.0, 1.049011, 0.0, 0.0, 0.0, 3158.939, 0.0, 967.9388, 0.0, 0.416829, 0.0, 1.049011, 0.0, 5.549011, 0.0, 185.215, 185.215
414.0888, 1012.857, 36.0, 0.0, 1302.399, 1302.455, 3209.119, 3209.175, -0.13242, 0.144388, -0.0564, -342.0, -341.998, 657.2279, 657.23, 1.036679, 0.004076, -0.00208, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.33577, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.13402, -0.02884, -0.02829, 0.0, -2.13402, -0.32951, 2000.0, 2013.569, 2013.569, 2013.569, -0.22932, 1.993294, 1.993294, 1.993294, 2.050639, 2.050639, 2.05e-05, 1.043112, 0.105005, 9.847214, -8.98237, 0.0, 8.014636, 0.0, 6.017631, 0.0, -7.98536, 0.0, 1.129013, 0.0, 0.0, 0.0, 3300.911, 0.0, 1109.911, 0.0, 0.228829, 0.0, 1.129013, 0.0, 5.629013, 0.0, 185.13, 185.13
280.7656, 1013.24, 36.0, 0.0, 1302.729, 1302.765, 3209.449, 3209.495, -0.11319, 0.100256, -0.03564, -342.0, -341.998, 657.228, 657.23, 0.81172, 0.004189, -0.00201, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.22681, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.20901, -0.02737, -0.02762, 0.0, -2.20901, -0.26948, 2000.0, 2011.673, 2011.673, 2011.673, -0.1819, 2.423754, 2.423754, 2.423754, 1.954906, 1.954906, 1.95e-05, 0.992907, 0.043334, 9.919823, -8.84642, 0.0, 7.930018, 0.0, 6.153583, 0.0, -8.06998, 0.0, 1.209015, 0.0, 0.0, 0.0, 3434.234, 0.0, 1243.234, 0.0, 0.141823, 0.0, 1.209015, 0.0, 5.709015, 0.0, 185.055, 185.055
181.2814, 1013.493, 36.0, 0.0, 1302.93, 1302.965, 3209.65, 3209.685, 0.073036, 0.052125, -0.03516, -342.0, -341.998, 657.2281, 657.23, 0.747007, 0.00432, -0.00195, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.0999, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.28401, -0.02876, -0.02912, 0.0, -2.28401, -0.13637, 2000.0, 2012.431, 2012.431, 2012.431, -0.16925, 3.069444, 3.069444, 3.069444, 1.916156, 1.916156, 1.92e-05, 0.864003, -0.03791, 10.04457, -8.66097, 0.0, 7.87934, 0.0, 6.339027, 0.0, -8.12066, 0.0, 1.284012, 0.0, 0.0, 0.0, 3533.719, 0.0, 1342.719, 0.0, 0.051559, 0.0, 1.284012, 0.0, 5.784012, 0.0, 184.98, 184.98
68.67682, 1013.616, 36.0, 0.0, 1303.0, 1303.05, 3209.72, 3209.77, 0.37154, 0.000964, -0.05029, -342.0, -341.998, 657.2281, 657.23, 0.485434, 0.004438, -0.00195, 7.63e-06, 7.63e-06, 187.264, 187.264, 10.12046, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.34401, -0.02505, -0.02543, 0.0, -2.34401, -0.16822, 2000.0, 2011.103, 2011.103, 2011.103, -0.16293, 3.141188, 3.141188, 3.141188, 1.861831, 1.861831, 1.86e-05, 0.6708, -0.08921, 10.0674, -8.46352, 0.0, 7.770885, 0.0, 6.536484, 0.0, -8.22911, 0.0, 1.344009, 0.0, 0.0, 0.0, 3646.323, 0.0, 1455.323, 0.0, -0.04368, 0.0, 1.344009, 0.0, 5.84401, 0.0, 184.915, 184.915
-3.85128, 1013.63, 37.0, 0.0, 1303.0, 1303.035, 3209.72, 3209.755, 0.408846, -0.00173, -0.03491, -342.0, -342.003, 657.2281, 657.225, 0.099309, 0.00705, 0.002991, 7.63e-06, 7.63e-06, 187.264, 187.264, 9.983823, -1.5e-44, 0.0, 0.0, -0.71743, 10.0, -2.40401, -0.02839, -0.02874, 0.0, -2.40401, -0.01121, 2000.0, 2013.38, 2013.38, 2013.38, -0.125, 1.993294, 1.993294, 1.993294, 1.8303, 1.8303, 1.83e-05, 0.46887, -0.19363, 10.07212, -8.2295, 0.0, 7.640256, 0.0, 6.770505, 0.0, -8.35974, 0.0, 1.404007, 0.0, 0.0, 0.0, 3718.851, 0.0, 1527.851, 0.0, -0.06577, 0.0, 1.404007, 0.0, 5.904007, 0.0, 184.86, 184.86
27.94726, 1013.633, 41.0, 0.0, 1303.0, 1303.02, 3209.72, 3209.74, 0.472829, 0.000805, -0.02002, -342.0, -342.003, 657.2281, 657.225, -0.08326, 0.007132, 0.002991, 0.04023, 0.03846, 187.3042, 187.3042, 9.595349, 0.015166, 0.00177, 0.0, -2.43499, 10.0, -2.49924, 0.031915, 0.031915, 0.06248, -2.49924, 0.0, 2000.0, 2012.621, 2012.621, 2012.621, 0.045715, 1.562834, 1.562834, 1.562834, 1.802947, 1.802947, 1.80e-05, 0.241214, -0.37673, 10.11362, -8.0382, 0.0, 7.586023, 0.0, 6.961797, 0.0, -8.41398, 0.0, 1.497467, 0.0, 0.0, 0.0, 3687.053, 0.0, 1496.053, 0.0, -0.08159, 0.0, 1.497467, 0.0, 5.997467, 0.0, 184.805, 184.805
579.9645, 1013.924, 41.0, 0.0, 1303.0, 1303.005, 3209.72, 3209.725, 0.10516, 0.003593, -0.00488, -342.0, -341.998, 657.2281, 657.23, 0.073398, 0.004714, -0.00195, 0.594643, 0.587776, 187.8586, 187.8586, 0.131602, 0.226745, 0.006866, 0.0, -2.37955, 10.0, -2.62364, 0.172559, 0.172559, 0.247238, -2.62364, 0.0, 2000.0, 1999.343, 1999.343, 1999.343, -0.01435, -5.97021, -5.97021, -5.97021, 1.578808, 1.578808, 1.58e-05, 0.021077, -0.44875, 10.10594, -7.96312, 0.0, 7.654318, 0.0, 7.036875, 0.0, -8.34568, 0.0, 1.626785, 0.0, 0.0, 0.0, 3135.035, 0.0, 944.0355, 0.0, -0.11142, 0.0, 1.626785, 0.0, 6.126785, 0.0, 185.245, 185.245
